date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:14:42	553/553	---M--	200	added ('OK')	image/png	etag:%22123a8b-229-54b587002f300%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/boa-app-icon.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/boa-app-icon.png	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:43	1876/1876	---M--	200	added ('OK')	image/gif	etag:%22123ab3-754-54b58708c4740%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/img_transfer.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/img_transfer.gif	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:44	7646/7646	---M--	200	added ('OK')	image/jpeg	etag:%221610fc-1dde-54b5870c95040%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/videothumb-transfers.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/videothumb-transfers.jpg	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:45	39446/39446	---M--	200	added ('OK')	image/jpeg	etag:%221610f9-9a16-54b5870ba0e00%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/videothumb-billpay-mobile.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/videothumb-billpay-mobile.jpg	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:45	3394/3394	---M--	200	added ('OK')	image/png	etag:%22123a8c-d42-54b587002f300%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/boa-footer-logo.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/boa-footer-logo.png	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:45	291/291	---M--	200	added ('OK')	image/png	etag:%22123aaf-123-54b58707d0500%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/icon-footer-lock.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/icon-footer-lock.png	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://www.bankofamerica.com/help/equalhousing_popup.cfm	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/help/equalhousing_popup.3e3.delayed	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:45	28701/28701	---M--	200	added ('OK')	image/jpeg	etag:%221610fa-701d-54b5870c95040%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/videothumb-billpay.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/videothumb-billpay.jpg	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:46	32206/32206	---M--	200	added ('OK')	image/jpeg	etag:%221610fb-7dce-54b5870c95040%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/videothumb-transfers-mobile.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/videothumb-transfers-mobile.jpg	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:46	0/0	---M--	302	error ('Found')	text/plain	date:Mon,%2017%20Apr%202017%2004:14:48%20GMT	https://www.bankofamerica.com/help/equalhousing_popup.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/help/equalhousing_popup.3e4.delayed	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:46	1733/1733	---M--	200	added ('OK')	image/gif	etag:%221610ac-6c5-54b58706dc2c0%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/equalhousing.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/equalhousing.gif	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:46	994/994	---M--	200	added ('OK')	image/gif	etag:%22123a9a-3e2-54b587030b9c0%22	http://promo.bankofamerica.com/onlinepayments1/assets/images/epr104_lp_btn_close_ar16d595_e.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/images/epr104_lp_btn_close_ar16d595_e.gif	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:48	51328/51328	---M-Z	200	added ('OK')	application/x-javascript	etag:%22df6362dcc892c7ebbde3f16cfc4bc016:1476710333%22	http://admin.brightcove.com/js/BrightcoveExperiences.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/admin.brightcove.com/js/BrightcoveExperiences.js	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:48	8258/8258	---M-Z	200	added ('OK')	text/javascript	etag:%221610fd-2042-54b5870c95040%22	http://promo.bankofamerica.com/onlinepayments1/assets/scripts/main.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/scripts/main.js	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:48	76385/76385	---M-Z	200	added ('OK')	application/x-javascript	etag:%2202b00517a5aab593f6ef372519452b43:1387408295%22	http://admin.brightcove.com/js/APIModules_all.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/admin.brightcove.com/js/APIModules_all.js	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:49	159/159	---M-Z	200	added ('OK')	text/plain	date:Tue,%2014%20Mar%202017%2016:47:42%20GMT	http://about.bankofamerica.com/robots.txt		(from https://www.bankofamerica.com/)
00:14:49	100257/100257	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Mar%202017%2016:47:42%20GMT	http://about.bankofamerica.com/css/print/print.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/css/print/print.css	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:50	8613/8613	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Mar%202017%2016:47:42%20GMT	http://about.bankofamerica.com/css/custom-fonts.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/css/custom-fonts.css	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:50	97162/97162	---M-Z	200	added ('OK')	text/javascript	etag:%2217feac-17b8a-54b5870d89280%22	http://promo.bankofamerica.com/onlinepayments1/assets/scripts/vendor/jquery-1.12.4.min.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/scripts/vendor/jquery-1.12.4.min.js	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:50	21436/21436	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Mar%202017%2016:47:42%20GMT	http://about.bankofamerica.com/jmvc/flag/navigation/navigation.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/jmvc/flag/navigation/navigation.css	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:50	50/50	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Mar%202017%2016:47:42%20GMT	http://about.bankofamerica.com/jmvc/flag/css/noscript.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/jmvc/flag/css/noscript.css	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:50	15414/15414	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Mar%202017%2016:47:42%20GMT	http://about.bankofamerica.com/jmvc/mediaviewer/components/modernizr.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/jmvc/mediaviewer/components/modernizr.js	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:51	287/287	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Apr%202017%2004:14:52%20GMT	http://about.bankofamerica.com/jmvc/flag/production.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/jmvc/flag/production.3f1.delayed	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:51	56084/56084	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Dec%202016%2013:52:46%20GMT	http://about.bankofamerica.com/assets/production-files/jmvc/flag/css/enterprise.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/assets/production-files/jmvc/flag/css/enterprise.css	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:54	168645/168645	---M-Z	200	added ('OK')	text/javascript	etag:%22123b3f-292c5-54b5870e7d4c0%22	http://promo.bankofamerica.com/onlinepayments1/assets/scripts/vendor.js	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/promo.bankofamerica.com/onlinepayments1/assets/scripts/vendor.js	(from http://promo.bankofamerica.com/onlinepayments1/?cm_sp=OLB-WebBillPay-_-OLB-BillPay-_-KDT4C21F_dep7_sc_bamd5-e_ar3dfcax_s.gif)
00:14:57	404759/404759	---MCZ	200	added ('OK')	text/css	date:Fri,%2024%20Mar%202017%2020:33:06%20GMT	http://about.bankofamerica.com/assets/production-files/jmvc/flag/production.css	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/assets/production-files/jmvc/flag/production.css	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:57	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2017%20Apr%202017%2004:14:53%20GMT	https://www.bankofamerica.com/planning/investment.go	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/www.bankofamerica.com/planning/investment.3f4.delayed	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:58	2226/2226	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202017%2016:47:42%20GMT	http://about.bankofamerica.com/images/nav/logo.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/images/nav/logo.png	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:58	13162/13162	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202017%2016:47:42%20GMT	http://about.bankofamerica.com/images/nav_upper_right.png	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/images/nav_upper_right.png	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:14:58	165316/165316	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:14:59%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/cdfi-list.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/cdfi-list.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:00	4059/4059	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Jun%202014%2017:43:44%20GMT	http://about.bankofamerica.com/assets/images/better-money-habits/BMH_Khan_Core_87x87.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/assets/images/better-money-habits/BMH_Khan_Core_87x87.jpg	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:00	6587/6587	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Jun%202013%2022:30:17%20GMT	http://about.bankofamerica.com/assets/images/flagscape_report_center_87x87.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/assets/images/flagscape_report_center_87x87.jpg	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:00	12583/12583	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Apr%202015%2004:02:42%20GMT	http://about.bankofamerica.com/assets/images/disabilities/disabilities-core-tile-87x87.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/assets/images/disabilities/disabilities-core-tile-87x87.jpg	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:01	349260/349260	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:01%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/empowering-women-leaders.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/empowering-women-leaders.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:02	8120/8120	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jun%202016%2011:33:41%20GMT	http://about.bankofamerica.com/assets/images/ESG_core_87x87.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/assets/images/ESG_core_87x87.jpg	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:02	10953/10953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jul%202016%2020:35:41%20GMT	http://about.bankofamerica.com/assets/images/student-leaders/SL_CORE_TILE.jpg	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/assets/images/student-leaders/SL_CORE_TILE.jpg	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:02	2320/2320	---M--	200	added ('OK')	image/gif	date:Fri,%2017%20May%202013%2000:10:35%20GMT	http://about.bankofamerica.com/assets/images/common/pl_us.gif	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/assets/images/common/pl_us.gif	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:03	170200/170200	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:04%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/alabama.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/alabama.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:04	170067/170067	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:05%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/alaska.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/alaska.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:05	220500/220500	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:06%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/arizona.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/arizona.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:06	170942/170942	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:07%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/arkansas.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/arkansas.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:12	374217/374217	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:08%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/california.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/california.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:15	194510/194510	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:14%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/colorado.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/colorado.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:15	171200/171200	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:17%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/connecticut.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/connecticut.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:21	205761/205761	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:17%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/delaware.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/delaware.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:22	189081/189081	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:23%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/florida.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/florida.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:23	190837/190837	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:24%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/georgia.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/georgia.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:24	170160/170160	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:25%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/hawaii.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/hawaii.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:25	172239/172239	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:26%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/idaho.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/idaho.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
00:15:26	246542/246542	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Apr%202017%2004:15:27%20GMT	http://about.bankofamerica.com/en-us/partnering-locally/illinois.html	C:/Users/daniel/Desktop/Computer%20Science/CS%20492/Final/rip/peoples%20rip/about.bankofamerica.com/en-us/partnering-locally/illinois.html	(from http://about.bankofamerica.com/en-us/partnering-locally/service-members-and-veterans.html?bcen=8a6b&cm_sp=EBZ-Corp_SocialResponsibility-_-CorporateSocialResponsibility-_-EIT1C3EZ_sc_mil-teamrubicon_arrx964n.s.gif)
